frame,time_s,ball,conf,table_x,table_y
1762,52.301,white,0.867,0.8092,0.8241
1762,52.301,red,0.801,0.2593,0.8138
1762,52.301,yellow,0.777,0.7176,0.4911
1763,52.331,white,0.867,0.8092,0.8241
1763,52.331,red,0.801,0.2592,0.8138
1763,52.331,yellow,0.776,0.7176,0.4911
1764,52.36,white,0.867,0.8092,0.8242
1764,52.36,red,0.8,0.2593,0.8138
1764,52.36,yellow,0.776,0.7176,0.4911
1765,52.39,white,0.867,0.8092,0.8242
1765,52.39,red,0.801,0.2592,0.8138
1765,52.39,yellow,0.777,0.7176,0.4911
1766,52.42,white,0.866,0.8092,0.8242
1766,52.42,red,0.804,0.2593,0.8138
1766,52.42,yellow,0.776,0.7177,0.4912
1767,52.449,white,0.866,0.8092,0.8242
1767,52.449,red,0.805,0.2593,0.8138
1767,52.449,yellow,0.776,0.7177,0.4912
1768,52.479,white,0.866,0.8092,0.8242
1768,52.479,red,0.806,0.2593,0.8138
1768,52.479,yellow,0.776,0.7177,0.4912
1769,52.509,white,0.865,0.8092,0.8242
1769,52.509,red,0.806,0.2593,0.8138
1769,52.509,yellow,0.776,0.7177,0.4912
1770,52.538,white,0.865,0.8092,0.8242
1770,52.538,red,0.807,0.2593,0.8138
1770,52.538,yellow,0.776,0.7177,0.4912
1771,52.568,white,0.865,0.8092,0.8241
1771,52.568,red,0.809,0.2593,0.8138
1771,52.568,yellow,0.775,0.7177,0.4912
1772,52.598,white,0.866,0.8092,0.8241
1772,52.598,red,0.807,0.2593,0.8138
1772,52.598,yellow,0.775,0.7177,0.4912
1773,52.627,white,0.866,0.8092,0.8241
1773,52.627,red,0.809,0.2593,0.8138
1773,52.627,yellow,0.775,0.7177,0.4912
1774,52.657,white,0.865,0.8092,0.8242
1774,52.657,red,0.811,0.2593,0.8139
1774,52.657,yellow,0.775,0.7177,0.4912
1775,52.687,white,0.867,0.8092,0.8241
1775,52.687,red,0.811,0.2593,0.8138
1775,52.687,yellow,0.775,0.7177,0.4912
1776,52.717,white,0.868,0.8092,0.8241
1776,52.717,red,0.812,0.2593,0.8138
1776,52.717,yellow,0.775,0.7177,0.4912
1777,52.746,white,0.866,0.8092,0.8241
1777,52.746,red,0.813,0.2593,0.8138
1777,52.746,yellow,0.774,0.7177,0.4912
1778,52.776,white,0.866,0.8092,0.8241
1778,52.776,red,0.813,0.2593,0.8138
1778,52.776,yellow,0.774,0.7177,0.4912
1779,52.806,white,0.865,0.8092,0.824
1779,52.806,red,0.813,0.2593,0.8138
1779,52.806,yellow,0.774,0.7177,0.4912
1780,52.835,white,0.865,0.8092,0.824
1780,52.835,red,0.813,0.2593,0.8138
1780,52.835,yellow,0.773,0.7177,0.4912
1781,52.865,white,0.862,0.8091,0.824
1781,52.865,red,0.81,0.2593,0.8138
1781,52.865,yellow,0.772,0.7177,0.4912
1782,52.895,white,0.864,0.8092,0.824
1782,52.895,red,0.812,0.2593,0.8138
1782,52.895,yellow,0.771,0.7177,0.4912
1783,52.924,white,0.856,0.8092,0.8241
1783,52.924,red,0.812,0.2593,0.8139
1783,52.924,yellow,0.77,0.7177,0.4912
1784,52.954,white,0.852,0.8092,0.8242
1784,52.954,red,0.811,0.2593,0.8139
1784,52.954,yellow,0.771,0.7177,0.4912
1785,52.984,white,0.856,0.8092,0.8241
1785,52.984,red,0.812,0.2593,0.8139
1785,52.984,yellow,0.772,0.7177,0.4912
1786,53.013,white,0.855,0.8092,0.824
1786,53.013,red,0.812,0.2593,0.8139
1786,53.013,yellow,0.773,0.7177,0.4912
1787,53.043,white,0.851,0.8092,0.8241
1787,53.043,red,0.812,0.2593,0.8139
1787,53.043,yellow,0.773,0.7177,0.4912
1788,53.073,white,0.853,0.8092,0.8239
1788,53.073,red,0.811,0.2593,0.8138
1788,53.073,yellow,0.772,0.7177,0.4912
1789,53.102,white,0.854,0.8092,0.8238
1789,53.102,red,0.812,0.2593,0.8138
1789,53.102,yellow,0.773,0.7177,0.4911
1790,53.132,white,0.856,0.8092,0.8237
1790,53.132,red,0.811,0.2593,0.8138
1790,53.132,yellow,0.773,0.7177,0.4911
1791,53.162,white,0.855,0.8092,0.8236
1791,53.162,red,0.811,0.2593,0.8138
1791,53.162,yellow,0.772,0.7177,0.4911
1792,53.191,white,0.855,0.8091,0.8236
1792,53.191,red,0.811,0.2593,0.8138
1792,53.191,yellow,0.77,0.7177,0.4912
1793,53.221,white,0.86,0.8091,0.8236
1793,53.221,red,0.811,0.2593,0.8138
1793,53.221,yellow,0.771,0.7177,0.4912
1794,53.251,white,0.859,0.8092,0.8237
1794,53.251,red,0.811,0.2593,0.8138
1794,53.251,yellow,0.77,0.7177,0.4912
1795,53.28,white,0.865,0.8092,0.8238
1795,53.28,red,0.811,0.2593,0.8138
1795,53.28,yellow,0.77,0.7177,0.4912
1796,53.31,white,0.864,0.8091,0.8238
1796,53.31,red,0.813,0.2593,0.8138
1796,53.31,yellow,0.771,0.7177,0.4911
1797,53.34,white,0.867,0.8091,0.8239
1797,53.34,red,0.813,0.2593,0.8138
1797,53.34,yellow,0.77,0.7178,0.4911
1798,53.37,white,0.868,0.8091,0.8239
1798,53.37,red,0.813,0.2593,0.8138
1798,53.37,yellow,0.771,0.7178,0.4911
1799,53.399,white,0.865,0.8091,0.8239
1799,53.399,red,0.813,0.2593,0.8138
1799,53.399,yellow,0.77,0.7178,0.4911
1800,53.429,white,0.863,0.8091,0.8239
1800,53.429,red,0.813,0.2593,0.8138
1800,53.429,yellow,0.769,0.7177,0.4911
1801,53.459,white,0.853,0.809,0.8239
1801,53.459,red,0.813,0.2593,0.8138
1801,53.459,yellow,0.769,0.7178,0.4911
1802,53.488,white,0.85,0.809,0.8239
1802,53.488,red,0.813,0.2593,0.8138
1802,53.488,yellow,0.769,0.7177,0.4911
1803,53.518,white,0.858,0.809,0.824
1803,53.518,red,0.813,0.2593,0.8138
1803,53.518,yellow,0.769,0.7177,0.4911
1804,53.548,white,0.858,0.809,0.824
1804,53.548,red,0.813,0.2593,0.8138
1804,53.548,yellow,0.769,0.7177,0.4911
1805,53.577,white,0.857,0.809,0.824
1805,53.577,red,0.813,0.2593,0.8138
1805,53.577,yellow,0.769,0.7177,0.4911
1806,53.607,white,0.855,0.809,0.824
1806,53.607,red,0.813,0.2593,0.8138
1806,53.607,yellow,0.769,0.7177,0.4911
1807,53.637,white,0.846,0.809,0.824
1807,53.637,red,0.813,0.2593,0.8138
1807,53.637,yellow,0.77,0.7178,0.4911
1808,53.666,white,0.846,0.8089,0.824
1808,53.666,red,0.813,0.2593,0.8138
1808,53.666,yellow,0.77,0.7178,0.4911
1809,53.696,white,0.84,0.809,0.824
1809,53.696,red,0.813,0.2593,0.8138
1809,53.696,yellow,0.77,0.7177,0.4911
1810,53.726,white,0.826,0.809,0.8241
1810,53.726,red,0.813,0.2593,0.8138
1810,53.726,yellow,0.77,0.7177,0.4911
1811,53.755,red,0.814,0.2593,0.8138
1811,53.755,white,0.81,0.809,0.8242
1811,53.755,yellow,0.77,0.7178,0.4911
1812,53.785,red,0.814,0.2592,0.8138
1812,53.785,white,0.801,0.8089,0.8242
1812,53.785,yellow,0.771,0.7178,0.4911
1813,53.815,red,0.814,0.2592,0.8138
1813,53.815,white,0.789,0.8089,0.8242
1813,53.815,yellow,0.771,0.7178,0.4911
1814,53.844,red,0.814,0.2592,0.8138
1814,53.844,white,0.79,0.8089,0.8242
1814,53.844,yellow,0.772,0.7178,0.4911
1815,53.874,red,0.814,0.2592,0.8138
1815,53.874,white,0.789,0.8089,0.8242
1815,53.874,yellow,0.772,0.7178,0.4911
1816,53.904,red,0.814,0.2592,0.8138
1816,53.904,white,0.789,0.8089,0.8242
1816,53.904,yellow,0.772,0.7178,0.4911
1817,53.934,red,0.814,0.2592,0.8138
1817,53.934,white,0.785,0.8089,0.8243
1817,53.934,yellow,0.772,0.7178,0.4911
1818,53.963,red,0.814,0.2592,0.8138
1818,53.963,white,0.785,0.8089,0.8242
1818,53.963,yellow,0.772,0.7178,0.4911
1819,53.993,red,0.814,0.2592,0.8138
1819,53.993,white,0.781,0.8089,0.8242
1819,53.993,yellow,0.772,0.7178,0.4911
1820,54.023,red,0.814,0.2592,0.8138
1820,54.023,white,0.784,0.8089,0.8242
1820,54.023,yellow,0.772,0.7178,0.4911
1821,54.052,red,0.814,0.2592,0.8138
1821,54.052,white,0.778,0.8088,0.824
1821,54.052,yellow,0.772,0.7178,0.4911
1822,54.082,red,0.814,0.2592,0.8138
1822,54.082,white,0.78,0.8088,0.824
1822,54.082,yellow,0.772,0.7178,0.4911
1823,54.112,red,0.814,0.2592,0.8138
1823,54.112,white,0.779,0.8088,0.824
1823,54.112,yellow,0.772,0.7178,0.4911
1824,54.141,red,0.814,0.2592,0.8138
1824,54.141,white,0.779,0.8089,0.824
1824,54.141,yellow,0.772,0.7178,0.4911
1825,54.171,red,0.814,0.2592,0.8138
1825,54.171,white,0.78,0.8089,0.824
1825,54.171,yellow,0.772,0.7178,0.4911
1826,54.201,red,0.814,0.2592,0.8138
1826,54.201,white,0.782,0.8089,0.824
1826,54.201,yellow,0.772,0.7178,0.4911
1827,54.23,red,0.814,0.2592,0.8138
1827,54.23,white,0.781,0.8089,0.824
1827,54.23,yellow,0.772,0.7178,0.4911
1828,54.26,red,0.814,0.2592,0.8138
1828,54.26,white,0.781,0.8089,0.824
1828,54.26,yellow,0.772,0.7178,0.4911
1829,54.29,red,0.815,0.2592,0.8138
1829,54.29,white,0.779,0.8089,0.824
1829,54.29,yellow,0.773,0.7177,0.4911
1830,54.319,red,0.814,0.2592,0.8138
1830,54.319,white,0.778,0.8089,0.824
1830,54.319,yellow,0.773,0.7177,0.4911
1831,54.349,red,0.814,0.2592,0.8138
1831,54.349,white,0.778,0.8089,0.824
1831,54.349,yellow,0.773,0.7177,0.4911
1832,54.379,red,0.816,0.2592,0.8138
1832,54.379,white,0.774,0.809,0.824
1832,54.379,yellow,0.774,0.7177,0.4911
1833,54.408,red,0.816,0.2592,0.8138
1833,54.408,white,0.775,0.809,0.824
1833,54.408,yellow,0.774,0.7177,0.4911
1834,54.438,red,0.816,0.2592,0.8138
1834,54.438,white,0.776,0.809,0.824
1834,54.438,yellow,0.774,0.7177,0.4911
1835,54.468,red,0.816,0.2592,0.8138
1835,54.468,white,0.775,0.809,0.824
1835,54.468,yellow,0.774,0.7177,0.4911
1836,54.497,red,0.816,0.2592,0.8138
1836,54.497,white,0.775,0.809,0.824
1836,54.497,yellow,0.774,0.7177,0.4911
1837,54.527,red,0.817,0.2592,0.8138
1837,54.527,white,0.776,0.809,0.824
1837,54.527,yellow,0.773,0.7177,0.4911
1838,54.557,red,0.817,0.2592,0.8138
1838,54.557,white,0.776,0.809,0.824
1838,54.557,yellow,0.773,0.7177,0.4911
1839,54.587,red,0.817,0.2592,0.8138
1839,54.587,white,0.777,0.809,0.824
1839,54.587,yellow,0.773,0.7177,0.4911
1840,54.616,red,0.817,0.2592,0.8138
1840,54.616,white,0.778,0.809,0.824
1840,54.616,yellow,0.774,0.7177,0.4911
1841,54.646,red,0.817,0.2592,0.8138
1841,54.646,white,0.778,0.809,0.824
1841,54.646,yellow,0.773,0.7177,0.4911
1842,54.676,red,0.817,0.2592,0.8138
1842,54.676,white,0.779,0.809,0.824
1842,54.676,yellow,0.773,0.7177,0.4911
1843,54.705,red,0.816,0.2592,0.8138
1843,54.705,white,0.779,0.809,0.824
1843,54.705,yellow,0.773,0.7177,0.4911
1844,54.735,red,0.816,0.2592,0.8138
1844,54.735,white,0.779,0.809,0.824
1844,54.735,yellow,0.774,0.7177,0.4911
1845,54.765,red,0.816,0.2592,0.8137
1845,54.765,white,0.781,0.809,0.824
1845,54.765,yellow,0.773,0.7177,0.4911
1846,54.794,red,0.816,0.2592,0.8137
1846,54.794,white,0.78,0.809,0.824
1846,54.794,yellow,0.773,0.7177,0.4911
1847,54.824,red,0.816,0.2592,0.8137
1847,54.824,white,0.78,0.809,0.824
1847,54.824,yellow,0.773,0.7177,0.4911
1848,54.854,red,0.816,0.2592,0.8137
1848,54.854,white,0.78,0.809,0.8241
1848,54.854,yellow,0.774,0.7177,0.4911
1849,54.883,red,0.816,0.2592,0.8137
1849,54.883,white,0.781,0.809,0.824
1849,54.883,yellow,0.773,0.7177,0.4911
1850,54.913,red,0.816,0.2592,0.8137
1850,54.913,white,0.781,0.809,0.824
1850,54.913,yellow,0.773,0.7177,0.4911
1851,54.943,red,0.816,0.2592,0.8137
1851,54.943,white,0.781,0.809,0.824
1851,54.943,yellow,0.773,0.7177,0.4911
1852,54.972,red,0.816,0.2592,0.8137
1852,54.972,white,0.782,0.809,0.824
1852,54.972,yellow,0.774,0.7177,0.4911
1853,55.002,red,0.816,0.2592,0.8137
1853,55.002,white,0.782,0.809,0.824
1853,55.002,yellow,0.773,0.7177,0.4911
1854,55.032,red,0.816,0.2592,0.8137
1854,55.032,white,0.782,0.809,0.824
1854,55.032,yellow,0.773,0.7177,0.4911
1855,55.061,red,0.816,0.2592,0.8137
1855,55.061,white,0.782,0.809,0.824
1855,55.061,yellow,0.774,0.7177,0.4911
1856,55.091,red,0.816,0.2592,0.8137
1856,55.091,white,0.782,0.809,0.824
1856,55.091,yellow,0.773,0.7177,0.4911
1857,55.121,red,0.816,0.2592,0.8137
1857,55.121,white,0.782,0.809,0.824
1857,55.121,yellow,0.773,0.7177,0.4911
1858,55.151,red,0.816,0.2592,0.8137
1858,55.151,white,0.783,0.809,0.824
1858,55.151,yellow,0.773,0.7177,0.4911
1859,55.18,red,0.816,0.2592,0.8137
1859,55.18,white,0.783,0.809,0.824
1859,55.18,yellow,0.773,0.7177,0.4911
1860,55.21,red,0.817,0.2592,0.8137
1860,55.21,white,0.783,0.809,0.824
1860,55.21,yellow,0.773,0.7177,0.4911
1861,55.24,red,0.817,0.2592,0.8137
1861,55.24,white,0.784,0.809,0.824
1861,55.24,yellow,0.773,0.7177,0.4911
1862,55.269,red,0.816,0.2592,0.8137
1862,55.269,white,0.783,0.809,0.824
1862,55.269,yellow,0.773,0.7177,0.4911
1863,55.299,red,0.815,0.2593,0.8137
1863,55.299,white,0.786,0.809,0.8241
1863,55.299,yellow,0.775,0.7177,0.4911
1864,55.329,red,0.815,0.2593,0.8137
1864,55.329,white,0.785,0.809,0.8241
1864,55.329,yellow,0.775,0.7177,0.4911
1865,55.358,red,0.815,0.2593,0.8137
1865,55.358,white,0.787,0.809,0.8241
1865,55.358,yellow,0.775,0.7177,0.4911
1866,55.388,red,0.815,0.2593,0.8137
1866,55.388,white,0.787,0.8089,0.8241
1866,55.388,yellow,0.775,0.7177,0.4911
1867,55.418,red,0.815,0.2593,0.8137
1867,55.418,white,0.787,0.8089,0.8241
1867,55.418,yellow,0.775,0.7177,0.4911
1868,55.447,red,0.815,0.2593,0.8137
1868,55.447,white,0.787,0.8089,0.8241
1868,55.447,yellow,0.775,0.7177,0.4911
1869,55.477,red,0.816,0.2593,0.8137
1869,55.477,white,0.786,0.8089,0.8241
1869,55.477,yellow,0.775,0.7177,0.4911
1870,55.507,red,0.816,0.2593,0.8137
1870,55.507,white,0.786,0.8089,0.8241
1870,55.507,yellow,0.776,0.7177,0.4911
1871,55.536,red,0.815,0.2593,0.8137
1871,55.536,white,0.786,0.8089,0.8241
1871,55.536,yellow,0.776,0.7177,0.4911
1872,55.566,red,0.815,0.2593,0.8137
1872,55.566,white,0.785,0.809,0.8241
1872,55.566,yellow,0.776,0.7177,0.4911
1873,55.596,red,0.815,0.2593,0.8137
1873,55.596,white,0.785,0.809,0.8241
1873,55.596,yellow,0.776,0.7177,0.4911
1874,55.625,red,0.815,0.2593,0.8137
1874,55.625,white,0.785,0.809,0.8241
1874,55.625,yellow,0.776,0.7177,0.4911
1875,55.655,red,0.815,0.2593,0.8137
1875,55.655,white,0.785,0.809,0.8241
1875,55.655,yellow,0.776,0.7177,0.4911
1876,55.685,red,0.815,0.2593,0.8137
1876,55.685,white,0.785,0.809,0.8241
1876,55.685,yellow,0.776,0.7177,0.4911
1877,55.714,red,0.815,0.2593,0.8137
1877,55.714,white,0.785,0.809,0.8241
1877,55.714,yellow,0.775,0.7177,0.4911
1878,55.744,red,0.815,0.2593,0.8137
1878,55.744,white,0.783,0.809,0.8241
1878,55.744,yellow,0.776,0.7177,0.4911
1879,55.774,red,0.815,0.2593,0.8137
1879,55.774,white,0.783,0.809,0.8241
1879,55.774,yellow,0.776,0.7177,0.4911
1880,55.804,red,0.815,0.2593,0.8137
1880,55.804,white,0.783,0.809,0.8241
1880,55.804,yellow,0.776,0.7177,0.4911
1881,55.833,red,0.813,0.2593,0.8136
1881,55.833,white,0.782,0.809,0.8241
1881,55.833,yellow,0.776,0.7177,0.4911
1882,55.863,red,0.813,0.2594,0.8137
1882,55.863,white,0.783,0.809,0.8241
1882,55.863,yellow,0.775,0.7177,0.4911
1883,55.893,red,0.813,0.2594,0.8137
1883,55.893,white,0.783,0.809,0.8241
1883,55.893,yellow,0.776,0.7177,0.4911
1884,55.922,red,0.813,0.2594,0.8137
1884,55.922,white,0.784,0.809,0.8241
1884,55.922,yellow,0.776,0.7177,0.4911
1885,55.952,red,0.812,0.2594,0.8137
1885,55.952,white,0.783,0.809,0.8241
1885,55.952,yellow,0.776,0.7177,0.4911
1886,55.982,red,0.813,0.2594,0.8137
1886,55.982,white,0.783,0.809,0.8241
1886,55.982,yellow,0.776,0.7177,0.4911
1887,56.011,red,0.813,0.2594,0.8137
1887,56.011,white,0.783,0.809,0.8241
1887,56.011,yellow,0.775,0.7177,0.4911
1888,56.041,red,0.812,0.2594,0.8137
1888,56.041,white,0.779,0.8091,0.8241
1888,56.041,yellow,0.775,0.7177,0.4911
1889,56.071,red,0.811,0.2594,0.8137
1889,56.071,white,0.791,0.8092,0.8243
1889,56.071,yellow,0.775,0.7177,0.4911
1890,56.1,red,0.811,0.2594,0.8137
1890,56.1,white,0.79,0.8092,0.8243
1890,56.1,yellow,0.775,0.7177,0.4911
1891,56.13,white,0.833,0.8093,0.8241
1891,56.13,red,0.811,0.2594,0.8137
1891,56.13,yellow,0.776,0.7177,0.4911
1892,56.16,white,0.846,0.8093,0.8241
1892,56.16,red,0.811,0.2594,0.8138
1892,56.16,yellow,0.776,0.7177,0.4911
1893,56.189,white,0.85,0.8093,0.8241
1893,56.189,red,0.811,0.2594,0.8138
1893,56.189,yellow,0.775,0.7177,0.4911
1894,56.219,white,0.844,0.8093,0.8241
1894,56.219,red,0.812,0.2594,0.8138
1894,56.219,yellow,0.776,0.7177,0.4911
1895,56.249,white,0.844,0.8093,0.8241
1895,56.249,red,0.811,0.2594,0.8138
1895,56.249,yellow,0.776,0.7177,0.4911
1896,56.278,white,0.842,0.8093,0.824
1896,56.278,red,0.811,0.2594,0.8138
1896,56.278,yellow,0.776,0.7177,0.4911
1897,56.308,white,0.844,0.8094,0.824
1897,56.308,red,0.811,0.2594,0.8138
1897,56.308,yellow,0.776,0.7177,0.4911
1898,56.338,white,0.845,0.8093,0.8241
1898,56.338,red,0.81,0.2594,0.8138
1898,56.338,yellow,0.777,0.7177,0.4911
1899,56.368,white,0.847,0.8093,0.8241
1899,56.368,red,0.808,0.2594,0.8138
1899,56.368,yellow,0.777,0.7177,0.4911
1900,56.397,white,0.846,0.8093,0.8241
1900,56.397,red,0.808,0.2594,0.8138
1900,56.397,yellow,0.777,0.7177,0.4911
1901,56.427,white,0.846,0.8093,0.8241
1901,56.427,red,0.808,0.2594,0.8138
1901,56.427,yellow,0.778,0.7177,0.4911
1902,56.457,white,0.846,0.8093,0.8241
1902,56.457,red,0.808,0.2594,0.8139
1902,56.457,yellow,0.777,0.7177,0.4911
1903,56.486,white,0.846,0.8093,0.8241
1903,56.486,red,0.808,0.2594,0.8139
1903,56.486,yellow,0.776,0.7177,0.4911
1904,56.516,white,0.846,0.8093,0.8241
1904,56.516,red,0.808,0.2594,0.8139
1904,56.516,yellow,0.777,0.7177,0.4911
1905,56.546,white,0.844,0.8094,0.824
1905,56.546,red,0.808,0.2594,0.8139
1905,56.546,yellow,0.777,0.7177,0.4911
1906,56.575,white,0.842,0.8093,0.8241
1906,56.575,red,0.81,0.2594,0.8139
1906,56.575,yellow,0.776,0.7177,0.4911
1907,56.605,white,0.84,0.8093,0.8241
1907,56.605,red,0.81,0.2594,0.8139
1907,56.605,yellow,0.777,0.7177,0.4911
1908,56.635,white,0.839,0.8093,0.8241
1908,56.635,red,0.809,0.2594,0.8139
1908,56.635,yellow,0.777,0.7177,0.4911
1909,56.664,white,0.851,0.8093,0.8241
1909,56.664,red,0.809,0.2594,0.8139
1909,56.664,yellow,0.776,0.7177,0.4911
1910,56.694,white,0.852,0.8093,0.8242
1910,56.694,red,0.809,0.2594,0.8139
1910,56.694,yellow,0.776,0.7177,0.4911
1911,56.724,white,0.844,0.8092,0.8241
1911,56.724,red,0.809,0.2594,0.8139
1911,56.724,yellow,0.776,0.7177,0.4911
1912,56.753,red,0.809,0.2594,0.8139
1912,56.753,white,0.799,0.809,0.8244
1912,56.753,yellow,0.776,0.7177,0.4911
1913,56.783,red,0.81,0.2593,0.8139
1913,56.783,white,0.792,0.809,0.8244
1913,56.783,yellow,0.775,0.7177,0.4911
1914,56.813,red,0.809,0.2594,0.8138
1914,56.813,white,0.784,0.809,0.8242
1914,56.813,yellow,0.775,0.7177,0.4911
1915,56.842,red,0.809,0.2594,0.8138
1915,56.842,white,0.784,0.809,0.8241
1915,56.842,yellow,0.776,0.7177,0.4911
1916,56.872,red,0.809,0.2594,0.8138
1916,56.872,white,0.785,0.809,0.8241
1916,56.872,yellow,0.775,0.7177,0.4911
1917,56.902,red,0.81,0.2593,0.8138
1917,56.902,white,0.784,0.809,0.8241
1917,56.902,yellow,0.775,0.7177,0.4911
1918,56.931,red,0.81,0.2593,0.8138
1918,56.931,white,0.784,0.809,0.8241
1918,56.931,yellow,0.775,0.7177,0.4911
1919,56.961,red,0.809,0.2593,0.8137
1919,56.961,white,0.784,0.809,0.8242
1919,56.961,yellow,0.775,0.7177,0.4911
1920,56.991,red,0.81,0.2593,0.8137
1920,56.991,white,0.783,0.809,0.8242
1920,56.991,yellow,0.775,0.7177,0.4911
1921,57.021,red,0.81,0.2593,0.8138
1921,57.021,white,0.784,0.809,0.8242
1921,57.021,yellow,0.774,0.7177,0.4911
1922,57.05,red,0.811,0.2593,0.8138
1922,57.05,white,0.784,0.809,0.8242
1922,57.05,yellow,0.774,0.7177,0.4911
1923,57.08,red,0.811,0.2593,0.8138
1923,57.08,white,0.784,0.809,0.8242
1923,57.08,yellow,0.774,0.7177,0.4911
1924,57.11,red,0.811,0.2593,0.8138
1924,57.11,white,0.784,0.809,0.8242
1924,57.11,yellow,0.774,0.7177,0.4911
1925,57.139,red,0.812,0.2593,0.8138
1925,57.139,white,0.784,0.809,0.8242
1925,57.139,yellow,0.774,0.7177,0.4911
1926,57.169,red,0.812,0.2593,0.8138
1926,57.169,white,0.783,0.809,0.8242
1926,57.169,yellow,0.774,0.7177,0.4911
1927,57.199,red,0.812,0.2593,0.8138
1927,57.199,white,0.783,0.809,0.8242
1927,57.199,yellow,0.774,0.7177,0.4911
1928,57.228,red,0.812,0.2593,0.8138
1928,57.228,white,0.785,0.809,0.8242
1928,57.228,yellow,0.773,0.7177,0.4911
1929,57.258,red,0.812,0.2593,0.8138
1929,57.258,white,0.786,0.809,0.8241
1929,57.258,yellow,0.773,0.7177,0.4911
1930,57.288,red,0.812,0.2593,0.8138
1930,57.288,white,0.785,0.809,0.8242
1930,57.288,yellow,0.773,0.7177,0.4911
1931,57.317,red,0.812,0.2593,0.8138
1931,57.317,white,0.785,0.809,0.8241
1931,57.317,yellow,0.774,0.7177,0.4911
1932,57.347,red,0.812,0.2593,0.8138
1932,57.347,white,0.785,0.809,0.8241
1932,57.347,yellow,0.774,0.7177,0.4911
1933,57.377,red,0.812,0.2593,0.8138
1933,57.377,white,0.787,0.809,0.8241
1933,57.377,yellow,0.774,0.7177,0.4911
1934,57.406,red,0.812,0.2593,0.8138
1934,57.406,white,0.787,0.809,0.824
1934,57.406,yellow,0.773,0.7177,0.4912
1935,57.436,red,0.812,0.2593,0.8138
1935,57.436,white,0.786,0.809,0.824
1935,57.436,yellow,0.775,0.7177,0.4912
1936,57.466,red,0.812,0.2593,0.8138
1936,57.466,white,0.786,0.809,0.824
1936,57.466,yellow,0.774,0.7177,0.4912
1937,57.495,red,0.812,0.2593,0.8138
1937,57.495,white,0.787,0.8091,0.8243
1937,57.495,yellow,0.774,0.7177,0.4912
1938,57.525,red,0.812,0.2593,0.8138
1938,57.525,white,0.787,0.8091,0.8243
1938,57.525,yellow,0.777,0.7177,0.4911
1939,57.555,red,0.812,0.2593,0.8138
1939,57.555,white,0.789,0.8091,0.8243
1939,57.555,yellow,0.776,0.7177,0.4911
1940,57.584,red,0.812,0.2593,0.8138
1940,57.584,white,0.789,0.8091,0.8243
1940,57.584,yellow,0.776,0.7177,0.4911
1941,57.614,red,0.812,0.2593,0.8138
1941,57.614,white,0.791,0.8091,0.8242
1941,57.614,yellow,0.776,0.7177,0.4911
1942,57.644,red,0.812,0.2593,0.8138
1942,57.644,white,0.794,0.8092,0.8242
1942,57.644,yellow,0.775,0.7178,0.4911
1943,57.674,red,0.812,0.2593,0.8138
1943,57.674,white,0.799,0.8092,0.8242
1943,57.674,yellow,0.774,0.7178,0.4911
1944,57.703,white,0.845,0.8094,0.8239
1944,57.703,red,0.812,0.2593,0.8138
1944,57.703,yellow,0.775,0.7178,0.4911
1945,57.733,white,0.846,0.8092,0.824
1945,57.733,red,0.812,0.2593,0.8138
1945,57.733,yellow,0.775,0.7178,0.4911
1946,57.763,white,0.858,0.8093,0.824
1946,57.763,red,0.812,0.2593,0.8138
1946,57.763,yellow,0.775,0.7178,0.4911
1947,57.792,white,0.842,0.8093,0.824
1947,57.792,red,0.812,0.2593,0.8138
1947,57.792,yellow,0.775,0.7178,0.4911
1948,57.822,white,0.843,0.8094,0.8239
1948,57.822,red,0.801,0.2594,0.8137
1948,57.822,yellow,0.775,0.718,0.491
1949,57.852,white,0.845,0.8094,0.8239
1949,57.852,red,0.81,0.2593,0.8138
1949,57.852,yellow,0.776,0.7179,0.491
1950,57.881,white,0.847,0.8093,0.824
1950,57.881,red,0.809,0.2593,0.8137
1950,57.881,yellow,0.776,0.7179,0.491
1951,57.911,white,0.848,0.8093,0.824
1951,57.911,red,0.808,0.2593,0.8138
1951,57.911,yellow,0.775,0.7179,0.491
1952,57.941,white,0.847,0.8093,0.824
1952,57.941,red,0.807,0.2594,0.8139
1952,57.941,yellow,0.776,0.718,0.4911
1953,57.97,white,0.848,0.8093,0.824
1953,57.97,red,0.808,0.2593,0.8139
1953,57.97,yellow,0.776,0.7179,0.4911
1954,58.0,white,0.847,0.8093,0.824
1954,58.0,red,0.808,0.2593,0.8139
1954,58.0,yellow,0.776,0.7179,0.4911
1955,58.03,white,0.847,0.8093,0.824
1955,58.03,red,0.808,0.2593,0.8139
1955,58.03,yellow,0.776,0.7179,0.4911
1956,58.059,white,0.847,0.8093,0.824
1956,58.059,red,0.808,0.2593,0.8139
1956,58.059,yellow,0.776,0.7179,0.4911
1957,58.089,white,0.847,0.8093,0.824
1957,58.089,red,0.808,0.2593,0.8139
1957,58.089,yellow,0.777,0.7179,0.4911
1958,58.119,white,0.847,0.8094,0.824
1958,58.119,red,0.808,0.2593,0.8139
1958,58.119,yellow,0.777,0.7179,0.4911
1959,58.148,white,0.846,0.8094,0.8239
1959,58.148,red,0.809,0.2593,0.8139
1959,58.148,yellow,0.777,0.7179,0.4911
1960,58.178,white,0.842,0.8093,0.824
1960,58.178,red,0.808,0.2593,0.8139
1960,58.178,yellow,0.777,0.7179,0.4911
